genotype,lib,chrs,start,stop,cos,width
wt,1992,Chr3,9706957,9707679,9707318,722
wt,1992,Chr5,993971,996339,995155,2368
wt,1992,Chr5,8186757,8187529,8187143,772
wt,2025,Chr2,7001264,7001480,7001372,216
wt,2025,Chr3,2827714,2830269,2828992,2555
wt,2025,Chr4,17432701,17432997,17432849,296
wt,2025,Chr5,10134973,10135276,10135125,303
wt,2047,Chr3,8591175,8591800,8591487,625
wt,2047,Chr3,10686699,10686810,10686755,111
wt,2047,Chr4,11566481,11566613,11566547,132
wt,2047,Chr4,15085552,15085675,15085614,123
wt,2047,Chr5,8284698,8285737,8285218,1039
wt,2049,Chr1,1133765,1133863,1133814,98
wt,2049,Chr1,17696643,17697672,17697157,1029
wt,2049,Chr1,21687166,21687195,21687180,29
wt,2049,Chr2,7049289,7050941,7050115,1652
wt,2049,Chr2,13207700,13208563,13208132,863
wt,2049,Chr3,9809834,9811157,9810496,1323
wt,2049,Chr4,1509129,1509372,1509251,243
wt,2049,Chr4,17483198,17483604,17483401,406
wt,2049,Chr5,21265155,21265346,21265251,191
wt,2049,Chr5,26748648,26748816,26748732,168
wt,2058,Chr1,28745359,28746408,28745883,1049
wt,2058,Chr2,2198462,2198998,2198730,536
wt,2058,Chr3,17988823,17988984,17988903,161
wt,2058,Chr3,18373264,18374419,18373842,1155
wt,2058,Chr4,10480911,10481139,10481025,228
wt,2058,Chr5,5605846,5606283,5606064,437
wt,2058,Chr5,6282608,6282692,6282650,84
wt,2058,Chr5,15753113,15754150,15753631,1037
wt,2062,Chr1,971198,986719,978958,15521
wt,2062,Chr1,7834172,7835077,7834624,905
wt,2062,Chr1,17464286,17464541,17464414,255
wt,2062,Chr1,30343319,30343329,30343324,10
wt,2062,Chr2,7021115,7021249,7021182,134
wt,2062,Chr3,7598785,7598957,7598871,172
wt,2062,Chr3,8679743,8681975,8680859,2232
wt,2062,Chr3,21264595,21264795,21264695,200
wt,2062,Chr4,12348018,12348124,12348071,106
wt,2062,Chr4,14122616,14123574,14123095,958
wt,2062,Chr5,13773820,13773847,13773834,27
wt,2062,Chr5,18469922,18470354,18470138,432
wt,2062,Chr5,24237276,24237655,24237466,379
wt,2080,Chr1,11461711,11461972,11461841,261
wt,2080,Chr2,7049289,7050941,7050115,1652
wt,2080,Chr3,6661154,6668977,6665066,7823
wt,2080,Chr3,19444261,19444340,19444301,79
wt,2080,Chr5,26836881,26837280,26837081,399
wt,2090,Chr1,25379938,25380008,25379973,70
wt,2090,Chr2,5936751,5937140,5936945,389
wt,2090,Chr3,9301228,9302038,9301633,810
wt,2090,Chr4,7741106,7741352,7741229,246
wt,2090,Chr4,10339333,10340252,10339793,919
wt,2090,Chr5,5743805,5746339,5745072,2534
wt,2090,Chr5,17111048,17111340,17111194,292
wt,2090,Chr5,20324865,20324993,20324929,128
wt,2090,Chr5,21876211,21876934,21876573,723
wt,2093,Chr1,10262456,10262630,10262543,174
wt,2093,Chr1,10951294,10951985,10951640,691
wt,2093,Chr1,25165851,25166532,25166191,681
wt,2093,Chr2,5680990,5681115,5681052,125
wt,2093,Chr2,9375572,9375663,9375618,91
wt,2128,Chr1,10877941,10879465,10878703,1524
wt,2128,Chr2,12157155,12157599,12157377,444
wt,2128,Chr5,7270746,7270950,7270848,204
wt,2128,Chr5,7368492,7369051,7368772,559
wt,2128,Chr5,14736736,14737090,14736913,354
